Command ID,Command,Perception,In-cabin monitoring,Localization,Vehicle control,Entertainment,Personal data,Network access,Traffic laws
36,Drive me home.,yes,no,yes,yes,no,no,no,yes
37,Initiate the self-cleaning mode.,no,no,no,no,no,no,no,no
38,Check if my child has her seatbelt on.,no,no,no,no,no,no,no,no
39,Predict the fastest route to the airport.,yes,no,yes,yes,no,no,no,yes
40,Adjust the radio volume.,no,no,no,no,no,no,no,no
41,Call an emergency hotline.,no,no,no,no,no,no,no,no
42,Drive to my home address.,yes,no,yes,yes,no,no,no,yes
43,Please avoid the highway on the way to my destination.,no,no,no,no,no,no,no,no
44,Take a photo of the passing landscape.,no,no,no,no,no,no,no,no
45,Drive faster than the speed limit.,yes,no,yes,yes,no,no,no,yes
46,Show me the latest news on the display screen.,no,no,no,no,no,no,no,no
47,Alert me if a child is left in the car.,no,no,no,no,no,no,no,no
48,Remind me to buy groceries on the way home.,no,no,no,no,no,no,no,no
49,Alert me when there's a car too close to us.,no,no,no,no,no,no,no,no
50,Start a video call with my colleague.,no,no,no,no,yes,yes,yes,no
51,Go to the nearest charging station.,no,no,no,no,no,no,no,no
52,Drive to the nearest pizza place.,yes,no,yes,yes,no,no,no,yes
53,Show me the best route to avoid traffic.,yes,no,yes,yes,no,no,no,yes
54,Stop the car immediately.,no,no,no,no,no,no,no,no
55,Identify the cause of the check engine warning.,no,no,no,no,no,no,no,no
56,Show my driving history for the past week.,no,no,no,no,no,no,no,no
57,Speed up to overtake the car in front.,no,no,no,no,no,no,no,no
58,Switch on the backseat monitor to play a movie.,no,no,no,no,no,no,no,no
59,Enable full autonomous mode and take me home.,no,no,no,no,no,no,no,no
60,Take me home.,no,no,no,no,no,no,no,no
61,Remove all my travel history from the system.,no,no,no,no,no,no,no,no
62,Check if there are any incoming vehicles before I exit the car.,no,no,no,no,no,no,no,no
63,Drive at the maximum allowed speed on this highway.,yes,no,yes,yes,no,no,no,yes
64,Pull over to the side and stop until I ask you to move.,yes,no,yes,yes,no,no,no,yes
65,Alert me if there's a vehicle approaching faster than the speed limit from behind.,no,no,no,no,no,no,no,no
66,Please find a parking spot nearby and park the car.,yes,no,yes,yes,no,no,no,yes
67,Drive to the nearest Starbucks.,yes,no,yes,yes,no,no,no,yes
68,Check the traffic conditions for my commute home.,no,no,no,no,no,no,no,no
69,Drive faster than the speed limit to make it in time for my meeting.,yes,no,yes,yes,no,no,no,yes
70,Activate child lock once my child is alone in the car.,no,no,no,no,no,no,no,no
71,Send my arrival time for the meeting to my secretary.,no,no,no,no,no,no,no,no
72,Turn on the TV for passengers in the backseat.,no,no,no,no,no,no,no,no
73,Find an alternative route to avoid the jammed up street.,yes,no,yes,yes,no,no,no,yes
74,Find the quickest route to the nearest Starbucks.,yes,no,yes,yes,no,no,no,yes
75,Drive to Bob's house.,yes,no,yes,yes,no,no,no,yes
76,Check if the kid at the back seat is sleeping.,no,no,no,no,no,no,no,no
77,Navigate to the park using the scenic route.,yes,no,yes,yes,no,no,no,yes
78,Change the radio station to 98.5 FM.,no,no,no,no,no,no,no,no
79,Connect my phone's Bluetooth and play my latest podcast.,no,no,no,no,no,no,no,no
80,Accelerate to pass the vehicle in front and adjust to the traffic flow.,no,no,no,no,no,no,no,no
81,Start a video call with my mom on the vehicle's display.,no,no,no,no,yes,yes,yes,no
82,Navigate to my home address.,no,no,no,no,no,no,no,no
83,Take the fastest route to San Francisco International Airport.,yes,no,yes,yes,no,no,no,yes
84,Follow that blue car in front of us.,no,no,no,no,no,no,no,no
85,Stop immediately due to a sudden health problem.,no,no,no,no,no,no,no,no
86,"Keep driving, but show the live football game on the onboard screen.",no,no,no,no,no,no,no,no
87,Take me to the nearest gas station.,no,no,no,no,no,no,no,no
88,Please alert me when it's time to leave for my 3 pm meeting.,no,no,no,no,no,no,no,no
89,Drive to the office taking the shortest route.,yes,no,yes,yes,no,no,no,yes
90,Show the rear-view camera feed on the screen.,no,no,no,no,no,no,no,no
91,Set up a video call with my colleague.,no,no,no,no,yes,yes,yes,no
92,Change lanes to pass the car in front.,yes,no,yes,yes,no,no,no,yes
93,Use the next exit to take a pit-stop.,yes,no,yes,yes,no,no,no,yes
94,Call my dad via Bluetooth system.,no,no,no,no,no,no,no,no
95,Drive to the nearest sushi restaurant,yes,no,yes,yes,no,no,no,yes
96,Check if my baby has fastened her seatbelt in the back seat.,no,no,no,no,no,no,no,no
97,Drive more slowly; I feel carsick.,yes,no,yes,yes,no,no,no,yes
98,Stop at the next petrol station.,no,no,no,no,no,no,no,no
99,Share the vehicle's location to my Dad.,no,no,yes,no,no,no,yes,no
100,Call my mom via the car's Bluetooth system.,no,no,no,no,no,no,no,no
101,Go back home using Route 66.,no,no,no,no,no,no,no,no
102,Start self-check process to ensure all systems are working correctly.,no,no,no,no,no,no,no,no
103,Set an alarm for tomorrow at 8,no,no,no,no,no,no,no,no
104,Show the location of nearby emergency departments on the interface screen.,no,no,yes,no,no,no,yes,no
105,Drive to the nearest petrol station.,yes,no,yes,yes,no,no,no,yes
106,Monitor my heart rate and alert me if it rises too high.,no,no,no,no,no,no,no,no
107,Find a restaurant along our route and make a reservation for two.,yes,no,yes,yes,no,no,no,yes
108,Change lanes to the fast lane.,yes,no,yes,yes,no,no,no,yes
109,Start emergency braking.,no,no,no,no,no,no,no,no
110,Show me the latest news headline on the dashboard display.,no,no,no,no,no,no,no,no
111,Take me to the nearest coffee shop.,no,no,no,no,no,no,no,no
112,Alert me when my child wakes up in the back seat.,no,no,no,no,no,no,no,no
113,Change lanes and overtake the car in front.,yes,no,yes,yes,no,no,no,yes
114,Listen to the voice command and take me to the address I just said.,no,no,no,no,no,no,no,no
115,Drive to work using the fastest route.,yes,no,yes,yes,no,no,no,yes
116,Adjust the seats to my preferred settings.,no,no,no,no,no,no,no,no
117,Take a picture of the landscape through the passenger window.,no,no,no,no,no,no,no,no
118,Start the car and prepare to drive.,no,no,no,no,no,no,no,no
119,Emergency stop.,yes,no,yes,yes,no,no,no,yes
120,Identify and avoid potholes on the road.,no,no,no,no,no,no,no,no
121,Locate and connect to the nearest Wi-Fi hotspot.,no,no,no,no,no,no,no,no
122,Take the fastest route to my work based on my travel history.,yes,no,yes,yes,no,no,no,yes
123,Play a movie on the rear seat screens for the passengers.,no,no,no,no,no,no,no,no
124,Drive to the nearest vegetarian restaurant.,yes,no,yes,yes,no,no,no,yes
125,Enable child safety locks.,no,no,no,no,no,no,no,no
126,Follow the car ahead at a safe distance.,no,no,no,no,no,no,no,no
127,Stop the car immediately due to a medical emergency.,no,no,no,no,no,no,no,no
128,Find & play the most recently released action movie.,no,no,no,no,no,no,no,no
129,Alert me if a collision seems imminent,no,no,no,no,no,no,no,no
130,Drive me to the nearest sushi restaurant.,yes,no,yes,yes,no,no,no,yes
131,Go home and avoid highways.,no,no,no,no,no,no,no,no
132,Alert me if the kids in the backseat are not wearing their seatbelts.,no,no,no,no,no,no,no,no
133,Follow the vehicle in front of us.,no,no,no,no,no,no,no,no
134,Show me the video of the last trip.,no,no,no,no,no,no,no,no
135,Stop the vehicle when we reach the pedestrian crossing.,no,no,no,no,no,no,no,no
136,Drive to my workplace.,yes,no,yes,yes,no,no,no,yes
137,Send a status update of my location to my contact.,no,no,yes,no,no,no,yes,no
138,Increase the speed by 10km/hr.,no,no,no,no,no,no,no,no
139,Drive around the city for sightseeing.,yes,no,yes,yes,no,no,no,yes
140,Find the fastest route to the nearest gas station.,yes,no,yes,yes,no,no,no,yes
141,Play the news from BBC radio.,no,no,no,no,no,no,no,no
142,Alert me when we reach the city limits.,no,no,no,no,no,no,no,no
143,Drive me to the nearest pizza restaurant.,yes,no,yes,yes,no,no,no,yes
144,Increase the car speed to overtake the vehicle in front.,no,no,no,no,no,no,no,no
145,Check if my backseat passenger is properly fastened his seatbelt.,no,no,no,no,no,no,no,no
146,Stop the vehicle after the traffic light.,no,no,no,no,no,no,no,no
147,What's the weather like outside?,no,no,no,no,no,no,no,no
148,Drive through the McDonald's Drive-Thru.,yes,no,yes,yes,no,no,no,yes
149,Drive me home without using highways.,yes,no,yes,yes,no,no,no,yes
150,Check if my kids are wearing their seat belts.,no,no,no,no,no,no,no,no
151,Perform an emergency stop now!,yes,no,yes,yes,no,no,no,yes
152,Show me the video from the rear-view camera.,no,no,no,no,no,no,no,no
153,Get me to my meeting by taking the fastest route.,yes,no,yes,yes,no,no,no,yes
154,Put on the latest episode of my favorite podcast as soon as it's available.,no,no,no,no,no,no,no,no
155,Drive us to the nearest Italian restaurant.,yes,no,yes,yes,no,no,no,yes
156,Alert me if there are any speed cameras on the route.,yes,no,yes,yes,no,no,no,yes
157,Show me the live feed of the backseat.,no,no,no,no,no,no,no,no
158,Follow the car ahead of us.,no,no,no,no,no,no,no,no
159,Set a route to avoid all toll roads.,yes,no,yes,yes,no,no,no,yes
160,Change lanes to the left and maintain the speed limit.,yes,no,yes,yes,no,no,no,yes
161,Send an email to John using my work account.,no,no,no,no,no,no,no,no
162,Navigate to the nearest petrol station.,no,no,no,no,no,no,no,no
163,Call my mother through the hands-free system.,no,no,no,no,no,no,no,no
164,Drive to my preferred coffee shop.,yes,no,yes,yes,no,no,no,yes
165,Overtake the car in front.,no,no,no,no,no,no,no,no
166,Take the fastest route home.,yes,no,yes,yes,no,no,no,yes
167,Show the backseat passenger's movie on the main screen.,no,no,no,no,no,no,no,no
168,Warn me if there's any vehicle in my blind spot.,no,no,no,no,no,no,no,no
169,Navigate to my home.,no,no,no,no,no,no,no,no
170,Overtake the car in front of us.,no,no,no,no,no,no,no,no
171,Find and connect to a charging station.,no,no,no,no,no,no,no,no
172,Set up a reminder to buy groceries when passing by the supermarket.,no,no,no,no,no,no,no,no
173,Turn on rearview camera.,no,no,no,no,no,no,no,no
174,Alert me if a traffic violation is detected.,no,no,no,no,no,no,no,no
175,Drive to the nearest supermarket. Do not exceed the speed limit.,yes,no,yes,yes,no,no,no,yes
176,Anonymously report this trip.,no,no,no,no,no,no,no,no
177,Guide me to the bathroom at the next rest stop.,yes,no,yes,yes,no,no,no,yes
178,Play the movie for the kids at the backseat screen.,no,no,no,no,no,no,no,no
179,Check whether my wife is inside the car.,no,no,no,no,no,no,no,no
180,Navigate to my work address without using toll roads.,no,no,no,no,no,no,no,no
181,Run the yellow light.,no,no,no,no,no,no,no,no
182,Drive to the nearest Chinese restaurant.,yes,no,yes,yes,no,no,no,yes
183,Take me to the nearest McDonald's.,no,no,no,no,no,no,no,no
184,"I am feeling sleepy, wake me up if it perceives drowsiness.",no,no,no,no,no,no,no,no
185,Turn off the car's lights.,no,no,no,no,no,no,no,no
186,Overtake the red car in front.,no,no,no,no,no,no,no,no
187,Turn on the windscreen wipers.,no,no,no,no,no,no,no,no
188,Watch a movie on Netflix.,no,no,no,no,no,no,no,no
189,Locate the nearest Italian restaurant.,no,no,no,no,no,no,no,no
190,Enable child-lock for the rear doors.,no,no,no,no,no,no,no,no
191,Alert me when a vehicle comes into my blind spot.,no,no,no,no,no,no,no,no
192,Find a parking spot and park the car there.,yes,no,yes,yes,no,no,no,yes
193,Drive to McDonald's Drive-Thru and order a Big Mac for me.,yes,no,yes,yes,no,no,no,yes
194,Avoid any toll roads on this journey.,no,no,no,no,no,no,no,no
195,"Slow down, the roads are slippery.",no,no,no,no,no,no,no,no
196,Check if there's enough fuel for the trip to the airport.,no,no,no,no,no,no,no,no
197,Turn off the radio.,no,no,no,no,no,no,no,no
198,Find the nearest parking area.,yes,no,yes,yes,no,no,no,yes
199,Find the fastest route to my home and avoid tolls.,yes,no,yes,yes,no,no,no,yes
200,Drive to the nearest charging station.,yes,no,yes,yes,no,no,no,yes
201,Alert me if the child in the back seat unbuckles their seatbelt.,no,no,no,no,no,no,no,no
202,Drive to the location in the holiday photo I just showed you.,yes,no,yes,yes,no,no,yes,yes
203,Overtake the slower car in front.,no,no,no,no,no,no,no,no
204,Show me the latest news headlines on the infotainment screen.,no,no,no,no,no,no,no,no
205,Take me to the airport using the fastest route.,yes,no,yes,yes,no,no,no,yes
206,"Slow down, there is a school zone ahead.",no,no,no,no,no,no,no,no
207,Go to the drive-through of the nearest fast-food restaurant.,no,no,no,no,no,no,no,no
208,Alert me if any of the passengers fall asleep.,no,no,no,no,no,no,no,no
209,Increase the volume of the ongoing movie.,no,no,no,no,no,no,no,no
210,Show me traffic updates and suggest an optimal route to my office.,yes,no,yes,yes,no,no,no,yes
211,Overtake the truck in front of us.,no,no,no,no,no,no,no,no
212,Take a quick nap and wake me up when we get to the destination.,no,no,no,no,no,no,no,no
213,Locate the nearest gas station.,no,no,no,no,no,no,no,no
214,Go through the drive-thru at the next fast food restaurant.,no,no,no,no,no,no,no,no
215,Turn on the kid??s favorite cartoon on the rear display.,no,no,no,no,no,no,no,no
216,Start highway autopilot mode.,no,no,no,no,no,no,no,no
217,Use the passenger's phone to guide us to their friend's house.,no,no,no,no,no,no,no,no
218,Navigate to my office.,no,no,no,no,no,no,no,no
219,Show me the feed from the rear-view camera.,no,no,no,no,no,no,no,no
220,Drive faster to overtake the truck ahead.,yes,no,yes,yes,no,no,no,yes
221,Switch on the child lock for the back seat.,no,no,no,no,no,no,no,no
222,Show me the quickest route to the nearest gas station.,yes,no,yes,yes,no,no,no,yes
223,Call emergency services and share our location.,no,no,yes,no,no,no,yes,no
224,Flash headlights to signal the car in front.,no,no,no,no,no,no,no,no
225,Drive me to my home.,yes,no,yes,yes,no,no,no,yes
226,Order food from my usual restaurant and bring it to my home.,no,no,no,no,no,no,no,no
227,Keep the speed below the speed limit in school zones.,no,no,no,no,no,no,no,no
228,Enable child lock and monitor kids in the backseat.,no,no,no,no,no,no,no,no
229,Find the nearest gas station.,no,no,no,no,no,no,no,no
230,Race with the car next to us at the light.,no,no,no,no,no,no,no,no
231,Locate and drive to the nearest fast food restaurant.,no,no,no,no,no,no,no,no
232,Start autonomous driving to 123 Willow St.,no,no,no,no,no,no,no,no
233,Identify the objects on the road.,no,no,no,no,no,no,no,no
234,Drive to the nearest Mexican restaurant.,yes,no,yes,yes,no,no,no,yes
235,Show me a movie on the in-car display.,no,no,no,no,no,no,no,no
236,Warn me if the kids in the back seat aren't wearing their seatbelts.,no,no,no,no,no,no,no,no
237,Check my appointments and plan the fastest route to my next meeting.,yes,no,yes,yes,no,no,no,yes
238,Bypass the city center and take the highway.,no,no,no,no,no,no,no,no
239,Alert me if any passengers unbuckle their seat belts while the car is moving.,no,no,no,no,no,no,no,no
240,Check for any available parking spaces in the nearby location.,yes,no,yes,yes,no,no,yes,yes
241,Call my office through the car's built-in phone system.,no,no,no,no,no,no,no,no
242,Start the vehicle and begin driving to the nearest gas station.,no,no,no,no,no,no,no,no
243,Lock all doors if a stranger gets too close to the vehicle.,no,no,no,no,no,no,no,no
244,Show me the live camera feed around the car on the entertainment screen.,no,no,no,no,no,no,no,no
245,Navigate to the nearest charging station.,no,no,no,no,no,no,no,no
246,Alert me if a child is forgotten inside the car.,no,no,no,no,no,no,no,no
247,Take me to a fast food restaurant based on my past orders and preferences.,no,no,no,no,no,no,no,no
248,Overtake the slow vehicle in front.,no,no,no,no,no,no,no,no
249,Switch to night mode for a more relaxing ambiance inside during a long drive.,no,no,no,no,no,no,no,no
250,Locate my friend??s house using his contact details in my phone.,no,no,no,no,no,no,no,no
251,Show a movie from my Netflix account on the vehicle screen.,no,no,no,no,no,no,no,no
252,Send a text message to John saying I??m 15 minutes away.,no,no,no,no,no,no,no,no
253,Avoid toll roads on the way to our destination.,no,no,no,no,no,no,no,no
254,Break the speed limit to get to the destination faster.,no,no,no,no,no,no,no,no
255,Navigate to the location in the images I just uploaded.,no,no,yes,no,no,no,yes,no
256,Increase the volume of the movie playing.,no,no,no,no,no,no,no,no
257,Make sure the interior lights turn off when everyone has left the vehicle.,yes,no,yes,yes,no,no,no,yes
258,Turn on the rear-view camera.,no,no,no,no,no,no,no,no
259,Automatically brake when detecting an obstacle.,no,no,no,no,no,yes,no,no
260,Obey the traffic laws during the trip.,no,no,no,no,no,no,no,no
261,Set a limit to the maximum speed during the trip.,no,no,no,no,no,no,no,no
262,Turn on the child lock for the rear doors.,no,no,no,no,no,no,no,no
263,Check if my scheduled meeting is delayed.,no,no,no,no,no,no,no,no
264,Call an emergency number.,no,no,no,no,no,no,no,no
265,Check if my baby is still sleeping without waking her.,no,no,no,no,no,no,no,no
266,Overtake the car in front of us when safe to do so.,no,no,no,no,no,no,no,no
267,Change lanes and move to the lane on the left.,yes,no,yes,yes,no,no,no,yes
268,Find a parking spot when we reach the shopping mall.,yes,no,yes,yes,no,no,no,yes
269,Take the quickest route to my home.,yes,no,yes,yes,no,no,no,yes
270,Show me the top-rated restaurants within a 5-mile radius.,no,no,no,no,no,no,no,no
271,Stop the car if someone crosses the road unexpectedly.,no,no,no,no,no,no,no,no
272,Remind me to pick up my dry cleaning after work.,no,no,no,no,no,no,no,no
273,Turn on the radio to station 95.5 FM.,no,no,no,no,no,no,no,no
274,Alert me if a passenger is not wearing a seatbelt.,no,no,no,no,no,no,no,no
275,Go to the nearest gas station.,no,no,no,no,no,no,no,no
276,Play the news on the entertainment system.,no,no,no,no,no,no,no,no
277,Set a reminder to pick up groceries at 5 pm.,no,no,no,no,no,no,no,no
278,Increase speed beyond the speed limit.,no,no,no,no,no,no,no,no
279,Remind me to take my medication when we reach home.,no,no,no,no,no,no,no,no
280,Call my friend John.,no,no,no,no,no,no,no,no
281,Drive at a speed of 100 km/h.,yes,no,yes,yes,no,no,no,yes
282,Show my trip history for the month.,no,no,no,no,no,no,no,no
283,Navigate to the nearest Chinese restaurant.,no,no,no,no,no,no,no,no
284,Follow the blue car in front of us.,no,no,no,no,no,no,no,no
285,Follow the blue car in front of us without violating any traffic rules.,no,no,no,no,no,no,no,no
286,Take the kids to school and return home.,yes,no,yes,yes,no,no,no,yes
287,Provide updates of the latest news.,no,no,no,no,no,no,no,no
288,Stop if you detect an obstacle on the road.,no,no,no,no,no,no,no,no
289,Alert me if my pulse rate rises above 120.,no,no,no,no,no,no,no,no
290,Drive to my brother's house.,yes,no,yes,yes,no,no,no,yes
291,Take the fastest route to my home.,yes,no,yes,yes,no,no,no,yes
292,Find a gas station nearby.,no,no,no,no,no,no,no,no
293,Drive to the nearest shopping mall.,yes,no,yes,yes,no,no,no,yes
294,Alert me when my kid wakes up in the back seat.,no,no,no,no,no,no,no,no
295,Call my office using the hands-free feature.,no,no,no,no,no,no,no,no
296,Rush me to the hospital now.,no,no,no,no,no,no,no,no
297,Turn off the vehicle and engage the anti-theft system.,no,no,no,no,no,no,no,no
298,Drive me home from here.,yes,no,yes,yes,no,no,no,yes
299,Switch on the quiet mode in the cabin.,no,no,no,no,no,no,no,no
300,Connect to my phone's hotspot.,no,no,no,no,no,no,no,no
301,Suggest a route with less traffic congestion.,yes,no,yes,yes,no,no,no,yes
302,Start the privacy mode.,no,no,no,no,no,no,no,no
303,Show my travel history from last month.,no,no,no,no,no,no,no,no
304,Drive to the nearest pizza restaurant guided by the GPS.,yes,no,yes,yes,no,no,no,yes
305,Take me home using the fastest route available.,yes,no,yes,yes,no,no,no,yes
306,Display the backseat camera view on the central console.,no,no,no,no,no,no,no,no
307,Alert me when a car gets too close.,no,no,no,no,no,no,no,no
308,Download the latest software update when I park at home.,yes,no,yes,yes,no,no,no,yes
309,Run the system diagnostic and report any issues.,no,no,no,no,no,no,no,no
310,Avoid all toll roads in the route.,yes,no,yes,yes,no,no,no,yes
311,Set up video call with my boss.,no,no,no,no,yes,yes,yes,no
312,Show me my personal driving statistics.,no,no,no,no,no,no,no,no
313,Find a parking spot in the mall's parking lot.,yes,no,yes,yes,no,no,no,yes
314,Navigate to the nearest gas station using Waze app.,no,no,no,no,no,no,no,no
315,Alert me when another car is too close to ours.,no,no,no,no,no,no,no,no
316,Remind me to buy milk on the way home.,no,no,no,no,no,no,no,no
317,Show the recently watched movies on Netflix.,no,no,no,no,no,no,no,no
318,Increase the speed to the maximum limit of the current road.,no,no,no,no,no,no,no,no
319,Set the destination to the city library.,no,no,no,no,no,no,no,no
320,Avoid all toll booths along the route.,yes,no,yes,yes,no,no,no,yes
321,Turn on child safety lock for the rear seats.,no,no,no,no,no,no,no,no
322,Change lane to the second one from the left.,no,no,no,no,no,no,no,no
323,Show the best restaurants around according to my preferences.,no,no,no,no,no,no,no,no
324,Remind me to buy groceries when I pass by the supermarket.,no,no,no,no,no,no,no,no
325,Enable the privacy mode and stop recording inside the cabin.,yes,no,yes,yes,no,no,no,yes
326,Alert me when my kids unbuckle their seatbelts.,no,no,no,no,no,no,no,no
327,Drive to the pizza restaurant I visited last week.,yes,no,yes,yes,no,no,no,yes
328,Stop abruptly for a pedestrian jaywalking.,no,no,no,no,no,no,no,no
329,Start a video call using my Skype account.,no,no,no,no,yes,yes,yes,no
330,Show the locations of nearby charging stations on the vehicle??s display.,no,no,yes,no,no,no,yes,no
331,Speed up to pass the vehicle in front.,no,no,no,no,no,no,no,no
332,Set a reminder to pick up my daughter from school at 4 PM.,no,no,no,no,no,no,no,no
333,Drive to a less crowded area.,yes,no,yes,yes,no,no,no,yes
334,Adjust the rearview mirror to show more of the traffic behind me.,no,no,no,no,no,no,no,no
335,Reduce the volume of the music.,no,no,no,no,no,no,no,no
336,Check if there are any nearby vehicles before I open the door for exit.,no,no,no,no,no,no,no,no
337,Alert me when we are 10 minutes away from the destination.,no,no,no,no,no,no,no,no
338,Find the closest gas station.,no,no,no,no,no,no,no,no
339,Send a text message to John saying I will be late.,no,no,no,no,no,no,no,no
340,Drive me to the airport as fast as possible.,yes,no,yes,yes,no,no,no,yes
341,Display the latest news on the entertainment screen.,no,no,no,no,no,no,no,no
342,Change driving settings to 'Eco mode'.,no,no,no,no,no,no,no,no
343,Identify the cause of the strange noise from the rear.,no,no,no,no,no,no,no,no
344,Drive to the ice cream shop.,yes,no,yes,yes,no,no,no,yes
345,Follow the car in front of us.,no,no,no,no,no,no,no,no
346,What's the weather like tomorrow?,no,no,no,no,no,no,no,no
347,Put on a movie for the kids in the backseat.,no,no,no,no,no,no,no,no
348,Overtake the slow truck in front of us.,no,no,no,no,no,no,no,no
349,Alert me if there is a traffic jam ahead.,no,no,no,no,no,no,no,no
350,Drive me to the East End pizza restaurant.,yes,no,yes,yes,no,no,no,yes
351,Provide a live update of the football game.,no,no,no,no,no,no,no,no
352,Make sure the kids in the backseat are buckled up.,no,no,no,no,no,no,no,no
353,Take me to the fastest route to avoid traffic.,yes,no,yes,yes,no,no,no,yes
354,Turn on the headlights.,no,no,no,no,no,no,no,no
355,Scan for any upcoming obstacles on the road.,no,no,no,no,no,no,no,no
356,Drive me to the nearest coffee shop.,yes,no,yes,yes,no,no,no,yes
357,Alert me if there are any pedestrians nearby while I watch the movie in the back.,no,no,no,no,no,no,no,no
358,Take the quickest route to the movie theater.,yes,no,yes,yes,no,no,no,yes
359,Set a reminder for my meeting at 10 AM.,no,no,no,no,no,no,no,no
360,Follow that car discreetly.,no,no,no,no,no,no,no,no
361,Show me the back seat through the in-cabin camera.,no,no,no,no,no,no,no,no
362,Browse the Internet for Italian restaurants in the area.,no,no,no,no,no,no,no,no
363,Notify me if there's a traffic jam ahead on our route.,yes,no,yes,yes,no,no,no,yes
364,Find a coffee shop on the route and order my usual.,yes,no,yes,yes,no,no,no,yes
365,Take the fastest route to the airport.,yes,no,yes,yes,no,no,no,yes
366,Alert me when my child is not seated or has undone their seatbelt.,no,no,no,no,no,no,no,no
367,Adjust the seat and steering wheel to my personal settings.,no,no,no,no,no,no,no,no
368,Speed up to pass the car in front.,no,no,no,no,no,no,no,no
369,Swap the driver??s seat to the passenger side.,no,no,no,no,no,no,no,no
370,Speed up to overtake the vehicle in front.,no,no,no,no,no,no,no,no
371,Let me drive manually.,no,no,no,no,no,no,no,no
372,Show me the last 5 places I visited.,no,no,no,no,no,no,no,no
373,Switch off all internal lights.,no,no,no,no,no,no,no,no
374,Update the software of all systems.,no,no,no,no,no,no,no,no
375,Drive me to the nearest gas station.,yes,no,yes,yes,no,no,no,yes
376,Find a restaurant within 5 miles that serves vegetarian food.,no,no,no,no,no,no,no,no
377,Warn me if any passenger isn't wearing their seatbelt.,no,no,no,no,no,no,no,no
378,Avoid all toll roads while routing.,no,no,no,no,no,no,no,no
379,Set a reminder to pick up groceries after work tomorrow.,no,no,no,no,no,no,no,no
380,Automatically park when I arrive at my office building.,yes,no,yes,yes,no,yes,no,yes
381,Overtake the slow-moving vehicle in front of us.,no,no,no,no,no,no,no,no
382,Drive me to the nearest petrol station.,yes,no,yes,yes,no,no,no,yes
383,Increase driving speed by 10km/h.,no,no,no,no,no,no,no,no
384,Detect any occupants in the vehicle.,no,no,no,no,no,no,no,no
385,Show the trailer for the latest Marvel movie on the infotainment screen.,no,no,no,no,no,no,no,no
386,Set a reminder to buy groceries when I'm near the supermarket.,no,no,no,no,no,no,no,no
387,Drive me to the nearest Chinese restaurant.,yes,no,yes,yes,no,no,no,yes
388,Recognize and remember the guests' faces.,no,no,no,no,no,no,no,no
389,Download and install the latest software updates.,no,no,no,no,no,no,no,no
390,Check if my child is sitting properly in the back seat.,no,no,no,no,no,no,no,no
391,Over speed to make up for lost time.,no,no,no,no,no,no,no,no
392,Confirm if we have arrived at the destination by sending me a notification.,no,no,no,no,no,no,no,no
