65 1 1 0 0 0 0 0 1
66 1 0 1 1 0 0 1 0
67 1 0 1 1 0 0 1 0
68 0 0 1 0 0 1 1 0
69 1 0 1 1 0 1 1 1
70 0 1 0 1 0 1 0 0
71 0 0 1 0 0 1 1 0
72 0 1 0 0 1 0 1 0
73 1 0 1 1 0 0 1 0
74 1 0 1 1 0 0 1 0
75 1 0 1 1 0 1 1 0
76 0 1 0 0 0 0 0 0
77 1 0 1 1 0 0 1 0
78 0 1 0 0 1 0 0 0
79 0 1 0 0 1 1 1 0
80 1 0 1 1 0 0 0 1
81 0 1 0 0 1 1 1 0
82 1 0 1 1 0 1 1 0
83 1 0 1 1 0 0 1 1
84 1 0 1 1 0 0 0 1
85 1 1 1 1 0 1 0 1
86 1 1 1 1 1 0 1 0
87 1 0 1 1 0 1 1 0
88 0 1 0 0 0 1 1 0
89 1 0 1 1 0 0 1 0
90 1 1 0 0 1 0 0 0
91 0 1 0 0 1 1 1 0
92 1 0 1 1 0 0 0 1
93 1 0 1 1 0 0 0 0
94 0 1 0 0 1 1 0 0
95 1 0 1 1 0 0 1 0
96 0 1 0 0 0 1 0 0
97 1 1 0 1 0 1 0 0
98 1 0 1 1 0 0 1 0
99 0 0 1 0 0 1 1 0
100 0 1 0 0 1 1 1 0
101 1 0 1 1 0 1 1 0
102 1 1 1 1 1 0 1 0
103 0 1 0 0 1 1 0 0
104 0 1 1 0 1 0 1 0
105 1 0 1 1 0 0 1 0
106 0 1 0 0 0 1 0 0
107 0 0 1 0 0 1 1 0
108 1 0 1 1 0 0 0 1
109 1 0 0 1 0 0 0 1
110 0 1 0 0 1 0 1 0
111 1 0 1 1 0 1 1 0
112 0 1 0 0 0 1 0 0
113 1 0 1 1 0 0 0 1
114 1 1 1 1 0 1 1 0
115 1 0 1 1 0 1 1 1
116 0 1 0 0 0 1 0 0
117 1 0 0 0 1 0 0 0
118 1 0 0 1 0 0 0 0
119 1 0 0 1 0 0 0 1
120 1 0 1 1 0 0 0 0
121 0 0 1 0 0 0 1 0
122 1 0 1 1 0 1 1 0
123 0 1 0 0 1 0 1 0
124 1 0 1 1 0 0 1 0
125 0 1 0 1 0 0 0 0
126 1 0 1 1 0 0 0 0
127 1 1 1 1 0 1 0 1
128 0 1 0 0 1 0 1 0
129 1 1 0 1 0 0 0 0
130 1 0 1 1 0 0 1 0
131 1 0 1 1 0 1 1 0
132 0 1 0 0 0 1 0 1
133 1 0 1 1 0 0 0 1
134 0 1 0 0 1 1 0 0
135 1 0 1 1 0 0 0 0
136 1 0 1 1 0 1 1 0
137 0 0 1 0 0 1 1 0
138 1 0 0 1 0 0 0 1
139 1 0 1 1 0 0 1 0
140 1 0 1 1 0 0 1 0
141 0 1 0 0 1 0 1 0
142 1 1 1 0 0 0 1 0
143 1 0 1 1 0 0 1 0
144 1 0 0 1 0 0 0 1
145 0 1 0 0 0 0 0 0
146 1 0 1 1 0 0 0 0
147 1 0 0 0 0 0 1 0
148 1 0 1 1 0 0 1 0
149 1 0 1 1 0 1 1 0
150 0 1 0 0 0 1 0 0
151 1 0 0 1 0 0 0 1
152 1 1 0 0 1 0 0 0
153 1 0 1 1 0 1 1 1
154 0 1 0 0 1 1 1 0
155 1 0 1 1 0 1 1 0
156 1 1 1 0 0 0 1 0
157 0 1 0 0 1 0 0 0
158 1 0 1 1 0 0 0 1
159 1 0 1 1 0 0 1 0
160 1 0 1 1 0 0 0 0
161 0 1 0 0 0 1 1 0
162 1 0 1 1 0 0 1 0
163 0 1 0 0 1 1 1 0
164 1 0 1 1 0 1 1 0
165 1 0 1 1 0 0 0 1
166 1 0 1 1 0 1 1 1
167 0 1 0 0 1 0 1 0
168 1 1 1 0 0 0 0 0
169 1 0 1 1 0 1 1 0
170 1 0 1 1 0 0 0 1
171 1 0 1 1 0 0 1 0
172 1 1 1 0 0 1 1 0
173 1 1 0 1 0 0 0 0
174 1 1 0 0 0 0 0 1
175 1 0 1 1 0 0 1 0
176 0 0 1 0 0 0 1 0
177 1 0 1 1 0 0 1 0
178 0 1 0 0 1 0 1 0
179 0 1 0 0 0 1 0 0
180 1 0 1 1 0 1 1 0
181 1 0 0 1 0 0 0 1
182 1 0 1 1 0 0 1 0
183 1 0 1 1 0 1 1 0
184 0 1 0 0 0 1 0 0
185 0 0 0 1 0 0 0 0
186 1 0 1 1 0 0 0 1
187 0 0 0 1 0 0 0 0
188 0 1 0 0 1 1 1 0
189 0 0 1 0 0 0 1 0
190 0 1 0 1 0 0 0 0
191 1 1 0 0 0 0 0 0
192 1 0 1 1 0 0 0 0
193 1 1 1 1 0 1 1 0
194 1 0 1 1 0 0 1 0
195 1 0 0 1 0 0 0 0
196 0 1 1 0 0 0 1 0
197 0 1 0 0 1 0 0 0
198 0 0 1 0 0 0 1 0
199 0 0 1 0 0 1 1 0
200 1 0 1 1 0 0 1 0
201 0 1 0 0 0 0 0 0
202 1 1 1 1 0 1 1 0
203 1 0 1 1 0 0 0 1
204 0 1 0 0 1 0 1 0
205 1 0 1 1 0 1 1 1
206 1 0 1 1 0 0 0 0
207 1 0 1 1 0 0 1 0
208 0 1 0 0 0 0 0 0
209 0 1 0 0 1 0 0 0
210 0 1 1 0 1 1 1 0
211 1 0 1 1 0 0 0 1
212 1 1 1 1 0 1 0 0
213 0 0 1 0 0 0 1 0
214 1 0 1 1 0 0 1 0
215 0 1 0 0 1 1 1 0
216 1 0 1 1 0 0 0 0
217 1 1 1 1 0 1 1 0
218 1 0 1 1 0 1 1 0
219 1 1 0 0 1 0 0 0
220 1 0 1 1 0 0 0 1
221 0 1 0 1 0 0 0 0
222 1 1 1 0 0 0 1 0
223 0 1 1 0 1 1 1 0
224 1 0 0 1 0 0 0 0
225 1 0 1 1 0 1 1 0
226 1 0 1 1 0 1 1 0
227 1 0 1 1 0 0 0 0
228 0 1 0 1 0 0 0 0
229 0 0 1 0 0 0 1 0
230 1 0 1 1 0 0 0 1
231 1 0 1 1 0 0 1 0
232 1 0 1 1 0 0 1 0
233 1 0 0 0 0 0 0 0
234 1 0 1 1 0 0 1 0
235 0 1 0 0 1 0 1 0
236 0 1 0 0 0 1 0 1
237 1 0 1 1 0 1 1 1
238 1 0 1 1 0 0 1 0
239 0 1 0 0 0 0 0 0
240 1 0 1 0 0 0 1 0
241 0 1 0 0 1 1 1 0
242 1 0 1 1 0 0 1 0
243 1 1 0 1 0 0 0 0
244 1 1 0 0 1 0 0 0
245 1 0 1 1 0 0 1 0
246 0 1 0 0 0 0 0 0
247 1 0 1 1 0 1 1 0
248 1 0 1 1 0 0 0 1
249 0 1 0 0 1 0 0 0
250 0 0 1 0 0 1 1 0
251 0 1 0 0 1 1 1 0
252 0 1 0 0 1 1 1 0
253 1 0 1 1 0 1 1 0
254 1 0 1 1 0 0 0 1
255 1 0 1 1 0 1 1 0
256 0 1 0 0 1 0 0 0
257 0 1 0 1 0 0 0 0
258 1 1 0 1 0 0 0 0
259 1 0 0 1 0 0 0 0
260 1 0 1 1 0 0 0 0
261 0 0 0 1 0 0 0 0
262 0 1 0 1 0 0 0 0
263 0 0 0 0 0 1 1 0
264 0 1 0 0 1 0 1 0
265 0 1 0 0 0 1 0 0
266 1 0 1 1 0 0 0 1
267 1 0 1 1 0 0 0 0
268 1 0 1 1 0 0 1 0
269 1 0 1 1 0 1 1 1
270 0 1 1 0 1 0 1 0
271 1 0 0 1 0 0 0 0
272 0 1 0 0 0 1 0 0
273 0 1 0 0 1 0 0 0
274 0 1 0 0 0 0 0 0
275 1 0 1 1 0 0 1 0
276 0 1 0 0 1 0 1 0
277 0 1 0 0 0 1 0 0
278 1 0 0 1 0 0 0 1
279 0 1 1 0 0 1 0 0
280 0 1 0 0 1 1 1 0
281 1 0 0 1 0 0 0 1
282 0 1 0 0 1 1 1 0
283 1 0 1 1 0 0 1 0
284 1 0 1 1 0 0 0 1
285 1 0 1 1 0 0 0 0
286 1 1 1 1 0 1 1 0
287 0 1 0 0 1 0 1 0
288 1 0 0 1 0 0 0 0
289 0 1 0 0 0 1 0 0
290 1 0 1 1 0 1 1 0
291 1 0 1 1 0 1 1 1
292 0 0 1 0 0 0 1 0
293 1 0 1 1 0 0 1 0
294 0 1 0 0 0 1 0 0
295 0 1 0 0 1 1 1 0
296 1 0 1 1 0 1 1 1
297 0 1 0 1 0 0 0 0
298 1 0 1 1 0 1 1 0
299 0 1 0 0 1 0 0 0
300 0 0 0 0 0 1 1 0
301 0 0 1 0 0 0 1 0
302 0 1 0 0 0 1 0 0
303 0 1 0 0 1 1 1 0
304 1 0 1 1 0 0 1 0
305 1 0 1 1 0 1 1 1
306 0 1 0 0 1 0 0 0
307 1 1 0 0 0 0 0 0
308 0 0 1 1 0 1 1 0
309 1 1 1 1 1 0 0 0
310 1 0 1 1 0 0 1 0
311 0 1 0 0 1 1 1 0
312 0 1 0 0 1 1 1 0
313 1 0 1 1 0 0 1 0
314 1 0 1 1 0 0 1 0
315 1 1 0 0 0 0 0 0
316 0 1 0 0 0 1 0 0
317 0 1 0 0 1 1 1 0
318 1 0 1 1 0 0 1 1
319 1 0 1 1 0 0 1 0
320 1 0 1 1 0 0 1 0
321 0 1 0 1 0 0 0 0
322 1 0 1 1 0 0 0 1
323 0 1 1 0 1 1 1 0
324 1 1 1 0 0 1 1 0
325 0 1 0 0 0 1 0 0
326 0 1 0 0 0 1 0 0
327 1 0 1 1 0 1 1 0
328 1 0 1 1 0 0 0 1
329 0 1 0 0 1 1 1 0
330 0 1 1 0 1 0 1 0
331 1 0 1 1 0 0 0 1
332 0 1 0 0 1 1 0 0
333 1 0 1 1 0 0 1 0
334 1 1 0 1 0 0 0 0
335 0 1 0 0 1 0 0 0
336 1 1 0 0 0 0 0 0
337 0 1 1 0 0 0 1 0
338 0 0 1 0 0 0 1 0
339 0 1 0 0 1 1 1 0
340 1 0 1 1 0 1 1 1
341 0 1 0 0 1 0 1 0
342 0 1 0 1 0 0 0 0
343 1 1 0 1 0 0 0 0
344 1 0 1 1 0 0 1 0
345 1 0 1 1 0 0 0 1
346 0 0 0 0 0 0 1 0
347 0 1 0 0 1 0 1 0
348 1 0 1 1 0 0 0 1
349 1 1 1 0 0 0 1 0
350 1 0 1 1 0 0 1 0
351 0 1 0 0 1 0 1 0
352 0 1 0 0 0 0 0 0
353 1 0 1 1 0 1 1 0
354 0 0 0 1 0 0 0 0
355 1 0 0 1 0 0 0 0
356 1 0 1 1 0 1 1 0
357 1 1 0 0 1 1 0 0
358 1 0 1 1 0 0 1 1
359 0 1 0 0 1 1 0 0
360 1 0 1 1 0 0 0 1
361 0 1 0 0 1 0 0 0
362 0 1 1 0 1 0 1 0
363 1 1 1 0 0 0 1 0
364 1 0 1 1 0 1 1 0
365 1 0 1 1 0 0 1 1
366 0 1 0 0 0 1 0 0
367 0 1 0 1 0 1 0 0
368 1 0 1 1 0 0 0 1
369 0 1 0 1 0 0 0 0
370 1 0 1 1 0 0 0 1
371 0 1 0 1 0 0 0 1
372 0 1 1 0 1 1 1 0
373 0 1 0 1 0 0 0 0
374 1 1 1 1 1 0 1 0
375 1 0 1 1 0 0 1 0
376 0 0 1 0 0 0 1 0
377 0 1 0 0 0 0 0 0
378 1 0 1 1 0 0 1 0
379 0 1 0 0 1 1 0 0
380 1 0 1 1 0 1 1 0
381 1 0 1 1 0 0 0 1
382 1 0 1 1 0 0 1 0
383 1 0 0 1 0 0 0 1
384 0 1 0 0 0 0 0 0
385 0 1 0 0 1 0 1 0
386 1 1 1 0 0 1 1 0
387 1 0 1 1 0 1 1 0
388 1 1 0 0 0 1 0 0
389 0 0 0 0 0 0 1 0
390 0 1 0 0 0 1 0 0
391 1 0 1 1 0 0 0 1
392 1 1 1 0 0 1 0 0
393 1 0 1 1 0 1 1 0
394 0 1 0 1 1 1 0 0
395 1 0 1 1 0 0 1 0
396 1 0 1 0 0 0 0 0
397 0 1 1 0 0 1 1 0
398 1 0 0 1 0 0 0 1
399 1 0 1 1 0 1 1 0
400 0 0 1 0 0 0 1 0
401 0 1 0 0 0 1 0 0
402 0 0 1 0 0 1 1 0
403 0 1 0 0 1 0 1 0
404 1 1 1 0 0 0 0 0
405 1 0 1 1 0 1 1 0
406 0 1 0 0 0 0 0 0
407 1 0 1 1 0 0 0 1
408 0 1 0 0 1 0 1 0
409 0 1 0 0 1 1 1 0
410 1 0 0 1 0 0 0 1
411 1 0 1 1 0 1 1 0
412 1 0 0 1 0 0 0 0
413 1 1 1 0 0 0 1 0
414 1 0 1 1 0 1 1 1
415 0 1 0 0 1 1 0 0
416 1 0 1 0 0 1 1 0
417 1 1 1 1 0 0 1 0
418 1 0 1 1 0 1 1 0
419 0 1 0 0 1 1 1 0
420 1 0 1 1 0 1 1 1
421 0 1 0 1 0 0 0 0
422 1 1 0 0 1 0 0 0
423 1 0 1 1 0 0 1 0
424 1 1 0 0 0 0 0 1
425 0 1 0 0 0 0 0 0
426 0 0 1 0 0 1 1 0
427 0 1 0 0 1 1 0 0
428 1 0 1 1 0 0 0 1
429 0 0 0 0 0 1 1 0
430 1 0 1 1 0 0 0 1
431 0 1 0 0 1 0 1 0
432 1 0 1 1 0 1 1 0
433 0 0 0 1 0 0 0 0
434 0 1 0 1 0 0 0 0
435 1 0 1 1 0 0 0 1
436 1 0 1 1 0 1 1 0
437 0 1 0 0 1 0 0 0
438 1 0 1 1 0 0 1 0
439 0 1 0 0 1 0 1 0
440 0 1 0 0 0 1 0 0
441 1 0 1 0 0 0 0 1
442 0 1 0 0 1 0 0 0
443 1 0 1 1 0 1 1 0
444 0 0 1 0 0 0 1 0
445 0 1 0 0 0 1 0 0
446 1 0 0 1 0 0 0 1
447 1 0 1 1 0 0 1 0
448 0 1 0 1 0 0 0 0
449 0 0 0 1 0 0 0 1
450 1 0 1 1 0 1 1 0
451 1 0 1 1 0 0 1 0
452 0 1 0 0 1 0 1 0
453 0 1 0 0 1 0 0 0
454 0 1 1 0 0 0 1 0
455 1 0 0 1 0 0 0 1
456 1 0 0 0 0 0 0 0
457 1 0 0 1 0 0 0 0
458 0 1 0 0 0 1 0 0
459 0 0 0 0 0 1 1 0
460 1 0 0 0 0 0 0 0
461 1 0 1 1 0 1 1 0
462 0 1 0 0 0 1 0 0
463 1 0 1 1 0 1 1 0
464 0 1 0 1 0 0 0 0
465 0 1 0 0 1 0 1 0
466 1 0 1 1 0 1 1 0
467 1 1 0 0 0 0 0 0
468 1 0 1 1 0 0 1 0
469 0 1 0 0 0 1 0 0
470 0 1 0 0 1 1 1 0
471 1 0 1 0 0 1 1 0
472 1 0 1 1 0 1 1 1
473 1 0 1 1 0 0 0 1
474 0 1 0 0 0 0 0 0
475 0 1 0 0 1 0 1 0
476 1 0 1 1 0 0 1 1
477 1 0 0 1 0 0 0 0
478 1 0 1 1 0 0 0 1
479 1 0 1 1 0 1 1 1
480 1 0 1 1 0 0 1 0
481 0 1 0 0 0 0 0 0
482 1 0 1 1 0 0 0 0
483 0 0 1 0 0 0 1 0
484 1 1 1 0 0 1 0 1
485 1 0 1 1 0 0 1 1
486 1 1 1 0 0 0 1 1
487 0 1 0 1 0 1 0 0
488 1 0 1 1 0 0 0 1
489 0 1 0 0 1 1 1 0
490 1 0 0 1 0 0 0 1
491 0 1 0 0 0 1 0 0
492 1 0 1 1 0 0 1 0
493 0 1 0 0 1 1 1 0
494 1 0 1 1 0 0 0 0
495 1 0 1 1 0 1 1 0
496 1 0 1 1 0 0 1 0
497 0 1 0 0 1 1 1 0
498 1 1 1 1 0 0 0 0
499 0 0 0 1 0 0 0 0
500 1 0 1 1 0 0 1 0
501 0 1 0 0 0 1 0 0
502 1 0 1 1 0 0 1 0
503 0 1 0 0 1 1 1 0
504 1 0 0 1 0 0 0 0
505 1 1 0 0 0 0 0 0
506 1 1 1 0 0 0 1 0
507 0 1 0 0 0 1 0 0
508 1 0 1 1 0 1 1 0
509 1 0 1 1 0 1 1 1
510 0 1 0 1 1 1 0 0
511 0 1 0 0 0 0 0 0
512 0 1 0 1 1 1 1 0
513 1 0 1 1 0 1 1 0
514 1 0 1 1 0 1 1 0
515 0 1 0 1 0 0 0 0
516 0 1 0 0 0 1 1 0
517 0 1 0 1 0 1 0 0
518 1 0 1 1 0 0 1 0
519 0 1 1 1 1 0 1 1
520 1 0 1 1 0 1 1 0
521 0 1 0 0 0 1 1 0
522 0 1 0 0 1 0 1 0
523 1 1 0 0 0 0 0 0
524 1 0 1 1 0 0 1 0
525 0 1 0 0 0 0 0 0
526 1 0 1 1 0 1 1 0
527 1 0 1 1 0 0 1 0
528 1 0 1 0 0 1 1 0
529 1 0 1 1 0 0 1 0
530 1 0 1 1 0 0 0 1
531 1 0 1 1 0 0 0 0
532 0 1 0 0 1 0 0 0
533 0 1 0 0 1 1 1 0
534 0 0 1 0 0 0 1 0
535 0 0 1 0 0 0 1 0
536 1 0 1 1 0 0 0 1
537 0 0 0 0 0 1 1 0
538 1 1 0 0 1 0 0 0
539 1 0 1 1 0 1 1 1
540 0 1 0 0 1 1 1 0
541 1 0 1 1 0 0 1 0
542 0 1 0 0 1 1 1 0
543 0 1 0 0 0 1 0 0
544 1 0 1 1 0 0 0 1
545 1 0 1 1 0 1 1 0
546 1 1 0 0 0 0 0 0
547 0 1 1 0 1 0 1 0
548 0 1 0 1 0 0 0 0
549 1 0 1 1 0 0 1 0
550 1 1 0 0 0 1 1 0
551 1 0 1 1 0 0 1 0
552 1 0 1 1 0 1 1 0
553 0 1 0 0 1 0 1 0
554 1 0 1 1 0 1 1 0
555 0 1 1 0 0 1 1 0
556 1 0 1 1 0 0 0 0
557 1 0 1 1 0 0 1 1
558 0 1 0 1 1 0 0 0
559 0 0 1 0 0 1 0 0
560 0 1 0 0 0 1 0 0
561 1 0 0 1 0 0 0 1
562 0 1 0 0 1 1 1 0
563 0 1 0 0 1 1 1 0
564 1 0 1 1 0 0 0 1
565 1 1 0 1 0 0 0 0
566 0 1 0 0 1 1 1 0
567 0 0 1 0 0 0 1 0
568 0 0 1 0 0 0 1 0
569 1 0 0 1 0 1 0 1
570 0 1 0 0 0 1 0 0
571 1 0 1 1 0 0 1 0
572 1 1 1 0 0 0 1 0
573 0 0 1 0 0 0 1 0
574 1 0 1 1 0 1 1 0
575 0 1 0 0 1 0 1 0
576 1 1 1 0 0 1 1 0
577 1 0 1 1 0 0 0 1
578 0 1 0 0 1 0 1 0
579 1 0 1 1 0 1 1 0
580 1 1 1 0 0 0 0 0
581 0 1 0 1 0 1 0 0
582 1 0 1 1 0 0 1 0
583 0 0 0 1 0 0 0 0
584 0 1 0 1 1 0 1 0
585 1 0 1 1 0 1 1 0
586 0 1 0 0 1 0 1 0
587 1 0 1 1 0 0 0 0
588 0 1 1 0 0 0 1 0
589 1 0 1 1 0 1 1 0
590 1 0 1 1 0 0 0 1
591 1 0 1 1 0 1 1 0
592 0 1 0 0 1 1 1 0
593 0 0 1 0 0 1 1 0
594 0 1 0 0 1 0 1 0
595 1 0 0 1 0 0 0 1
596 1 1 0 0 1 0 0 0
597 1 0 1 1 0 1 1 0
598 1 0 1 1 0 1 1 0
599 0 0 1 0 0 0 1 0
600 1 0 1 1 0 0 0 1
601 1 0 0 0 0 0 0 0
602 1 1 1 0 0 0 1 0
603 0 1 0 0 1 0 1 0
604 1 1 0 0 1 0 0 0
605 1 0 1 1 0 0 1 0
606 0 1 0 1 0 0 0 0
607 1 1 1 0 0 1 1 0
608 0 1 0 1 0 0 0 0
609 1 0 1 1 0 0 1 0
610 0 1 0 0 1 0 0 0
611 1 0 1 1 0 1 1 0
612 1 0 1 1 0 1 1 1
613 0 1 0 1 0 1 1 0
614 0 1 0 0 1 0 1 0
615 0 1 0 1 1 0 0 0
616 1 0 1 1 0 1 1 1
617 1 0 1 1 0 1 1 0
618 1 1 0 0 1 0 0 0
619 0 1 0 0 1 0 1 0
620 0 1 0 1 0 0 0 0
621 1 0 1 1 0 1 1 0
622 1 1 0 0 0 0 0 1
623 0 1 0 0 1 1 1 0
624 0 1 0 0 1 1 1 0
625 1 0 1 1 0 0 1 0
626 0 1 1 0 0 1 0 0
627 0 1 0 0 1 1 0 0
628 1 1 0 1 0 1 0 0
629 1 1 1 1 0 0 0 0
630 1 0 1 1 0 1 1 0
631 0 1 0 1 1 0 1 0
632 1 1 1 1 0 1 0 0
633 0 1 0 1 0 1 0 0
634 1 0 1 1 0 0 1 1
635 1 1 1 1 1 0 1 0
636 1 0 1 1 0 1 1 0
637 1 0 1 1 0 1 1 0
638 1 0 1 1 0 0 0 1
639 0 1 0 0 1 1 1 0
640 1 1 0 0 0 1 0 0
641 1 0 1 0 0 0 1 0
642 1 0 1 1 0 1 1 0
643 1 1 1 1 0 0 0 0
644 1 0 1 1 0 0 1 0
645 1 0 0 1 0 0 0 1
646 0 1 0 0 0 1 0 0
647 1 0 1 1 0 1 1 0
648 1 0 1 0 0 0 1 0
649 0 1 0 0 0 1 0 0
650 0 1 0 0 1 0 0 0
651 1 0 1 1 0 0 1 0
652 1 0 0 1 0 0 0 0
653 1 1 1 0 0 0 0 0
654 1 0 1 1 0 0 1 0
655 1 0 1 1 0 1 1 0
656 0 1 0 0 0 0 0 0
657 1 1 0 1 0 1 1 0
658 1 0 1 1 0 0 1 1
659 0 0 1 0 0 0 1 0
660 0 0 1 0 0 1 1 0
661 1 0 1 1 0 1 1 0
662 0 1 0 0 1 0 1 0
663 1 0 1 1 0 0 0 1
664 1 1 1 1 0 1 0 0
665 1 0 1 1 0 0 1 0
666 1 0 1 1 0 1 1 0
667 0 0 0 0 0 1 1 0
668 0 1 0 0 0 0 0 0
669 1 0 0 1 0 0 0 1
670 0 0 1 0 0 1 1 0
671 1 0 1 1 0 0 1 0
672 1 0 1 1 0 0 1 0
673 0 1 0 1 0 0 0 0
674 1 0 1 1 0 0 0 1
675 1 1 0 0 1 0 0 0
676 0 1 0 0 1 1 0 0
677 1 0 0 0 0 0 0 0
678 0 1 0 0 1 0 0 0
679 1 0 1 1 0 0 0 1
680 0 1 0 0 0 1 0 0
681 0 1 0 1 0 0 0 0
682 1 1 0 0 0 0 0 0
683 0 1 0 0 0 1 0 0
684 1 0 1 1 0 1 1 0
685 1 0 1 1 0 1 1 0
686 1 0 1 1 0 0 1 0
687 1 1 1 1 0 1 0 0
688 0 1 0 0 1 0 1 0
689 0 0 0 1 0 0 0 1
690 1 0 1 1 0 1 1 0
691 1 1 1 0 0 0 1 0
692 0 0 1 0 0 1 1 0
693 1 0 1 1 0 1 1 0
694 1 0 1 1 0 0 1 0
695 0 1 0 0 1 0 1 0
696 0 1 0 0 1 1 1 0
697 1 1 1 0 0 0 0 0
698 1 0 1 1 0 1 1 0
699 0 1 0 0 0 1 0 0
700 1 0 1 1 0 0 1 0
701 0 0 0 0 1 1 1 0
702 0 1 0 1 0 0 0 0
703 0 0 1 0 0 1 1 0
704 1 1 1 0 0 1 1 0
705 0 1 0 0 0 1 0 0
706 1 1 1 1 0 1 0 0
707 1 1 1 0 0 1 1 0
708 0 1 1 0 1 1 1 0
709 1 1 1 0 0 0 1 0
710 0 1 0 1 0 0 0 0
711 0 0 0 0 0 1 1 0
712 1 1 1 1 0 1 0 0
713 1 0 1 1 0 0 0 1
714 0 0 1 0 0 1 1 0
715 1 0 1 1 0 1 1 0
716 0 1 0 1 0 0 0 0
717 1 1 0 0 0 0 0 0
718 1 1 1 0 0 0 1 0
719 0 1 0 0 1 1 1 0
720 1 0 1 1 0 1 1 0
721 0 1 0 0 1 1 1 0
722 1 0 1 1 0 0 1 0
723 0 0 1 0 0 1 1 0
724 0 1 0 1 0 0 0 0
725 1 0 0 1 0 0 0 0
726 1 0 1 1 0 0 1 0
727 0 0 1 0 0 0 1 0
728 0 1 0 0 1 0 0 0
729 0 1 1 0 0 1 1 0
730 0 1 0 1 0 0 0 0
731 1 0 1 1 0 1 1 0
732 1 1 1 1 0 0 0 1
733 1 1 0 0 0 0 0 0
734 1 0 1 1 0 0 1 0
735 1 0 1 1 0 0 0 0
736 0 0 1 0 0 1 1 0
737 1 0 1 1 0 0 0 1
738 0 1 0 0 1 0 0 0
739 0 1 0 0 1 0 0 0
740 1 0 1 0 0 0 0 0
741 0 1 0 0 0 1 0 0
742 1 0 1 1 0 0 0 1
743 0 1 0 0 1 1 1 0
744 0 0 0 0 0 1 1 0
745 1 0 0 1 0 0 0 1
746 0 1 1 0 1 1 0 0
747 1 0 1 1 0 1 1 0
748 0 1 0 0 1 0 1 0
749 1 0 0 1 0 0 0 0
750 0 1 0 0 1 1 1 0
751 0 1 0 1 0 1 0 0
752 0 0 0 1 0 0 0 1
753 1 0 1 1 0 1 1 0
754 0 1 0 0 1 0 1 0
755 0 1 0 0 1 1 0 0
756 1 1 0 0 1 0 0 0
757 0 1 0 0 1 1 1 0
758 0 1 0 0 0 1 1 0
759 1 0 1 1 0 0 0 0
760 0 0 0 0 0 1 1 0
761 1 0 1 1 0 1 1 0
762 1 0 1 1 0 1 1 0
763 0 1 0 1 0 0 0 0
764 1 1 1 1 0 0 0 0
765 1 0 0 1 0 0 0 0
766 1 0 1 1 0 0 1 0
767 1 1 1 0 0 1 1 0
768 0 1 0 0 1 0 1 0
769 0 1 0 0 0 0 0 0
770 1 0 1 1 0 0 1 0
771 1 0 1 1 0 0 0 1
772 0 1 1 0 0 0 0 0
773 0 1 0 0 0 0 0 0
774 1 0 1 1 0 1 1 0
775 1 0 1 1 0 0 1 0
776 0 1 0 0 0 1 0 0
777 1 0 1 1 0 0 1 0
